season,player_id,player_name,dropbacks,total_pass_epa,epa_per_dropback,epa_per_sack,sack_epa_total,sacks_taken,epa_per_turnover,total_turnover_epa,total_turnovers,total_plays_deep,total_plays_medium,total_plays_short,total_epa_deep,total_epa_medium,total_epa_short,epa_per_play_deep,epa_per_play_medium,epa_per_play_short,total_plays_left,total_plays_middle,total_plays_right,total_epa_left,total_epa_middle,total_epa_right,epa_per_play_left,epa_per_play_middle,epa_per_play_right,total_plays_short_right,total_plays_deep_right,total_plays_deep_left,total_plays_deep_middle,total_plays_medium_left,total_plays_medium_middle,total_plays_medium_right,total_plays_short_left,total_plays_short_middle,total_epa_short_right,total_epa_deep_right,total_epa_deep_left,total_epa_deep_middle,total_epa_medium_left,total_epa_medium_middle,total_epa_medium_right,total_epa_short_left,total_epa_short_middle,epa_per_play_short_right,epa_per_play_deep_right,epa_per_play_deep_left,epa_per_play_deep_middle,epa_per_play_medium_left,epa_per_play_medium_middle,epa_per_play_medium_right,epa_per_play_short_left,epa_per_play_short_middle,dropbacks_cpoe,total_cpoe,cpoe,cpoe_attempts_deep,cpoe_attempts_medium,cpoe_attempts_short,cpoe_deep,cpoe_medium,cpoe_short,cpoe_attempts_left,cpoe_attempts_middle,cpoe_attempts_right,cpoe_left,cpoe_middle,cpoe_right,total_plays_cpoe_short_right,total_plays_cpoe_deep_right,total_plays_cpoe_deep_left,total_plays_cpoe_deep_middle,total_plays_cpoe_medium_left,total_plays_cpoe_medium_middle,total_plays_cpoe_medium_right,total_plays_cpoe_short_left,total_plays_cpoe_short_middle,cpoe_short_right,cpoe_deep_right,cpoe_deep_left,cpoe_deep_middle,cpoe_medium_left,cpoe_medium_middle,cpoe_medium_right,cpoe_short_left,cpoe_short_middle,air_yards_total,air_yards_targets,adot,air_yards_total_deep,air_yards_total_medium,air_yards_total_short,air_yards_targets_deep,air_yards_targets_medium,air_yards_targets_short,adot_deep,adot_medium,adot_short,air_yards_targets_left,air_yards_targets_middle,air_yards_targets_right,adot_left,adot_middle,adot_right,air_yards_total_left,air_yards_total_middle,air_yards_total_right,air_yards_targets_short_right,air_yards_targets_deep_right,air_yards_targets_deep_left,air_yards_targets_deep_middle,air_yards_targets_medium_left,air_yards_targets_medium_middle,air_yards_targets_medium_right,air_yards_targets_short_left,air_yards_targets_short_middle,adot_short_right,adot_deep_right,adot_deep_left,adot_deep_middle,adot_medium_left,adot_medium_middle,adot_medium_right,adot_short_left,adot_short_middle,air_yards_total_short_right,air_yards_total_deep_right,air_yards_total_deep_left,air_yards_total_deep_middle,air_yards_total_medium_left,air_yards_total_medium_middle,air_yards_total_medium_right,air_yards_total_short_left,air_yards_total_short_middle
2014,00-0021429,C.Palmer,254,40.347,0.159,-2.065,-18.589,9,-6.0158253,-24.063301,4,83,45,96,30.721685,21.290243,-0.6030942,0.3701408,0.47311652,-0.006282231,65,62,97,18.589449,12.238295,20.581093,0.28599152,0.19739185,0.21217622,44,36,24,23,9,19,17,32,20,9.408018,4.984131,15.027338,10.7102165,4.184432,10.916868,6.1889424,-0.62232184,-9.388791,0.2138186,0.13844807,0.6261391,0.4656616,0.46493688,0.574572,0.36405542,-0.019447558,-0.46943957,219,72.153984,0.32947025,78,45,96,-0.16401115,3.7199345,-0.8588562,63,62,94,5.072377,-8.112536,2.7188454,44,33,22,23,9,19,17,32,20,4.740754,-3.5135193,8.909157,-4.0368767,-3.1352856,1.7205371,9.583789,4.7429967,-22.140965,2050,224,9.151785714,1685,317,48,83,45,96,20.301205,7.0444446,0.5,63,62,94,7.6190476,10.645162,8.797873,480,660,827,44,36,24,23,9,19,17,32,20,-0.045454547,20.916666,19.125,20.565218,8.222222,6.736842,6.7647057,-0.28125,2.95,-2,753,459,473,74,128,115,-9,59
2014,00-0021678,T.Romo,500,151.835,0.304,-1.761,-51.061,29,-4.1934347,-62.901524,15,134,133,167,88.58075,43.460987,45.023136,0.6610504,0.32677433,0.26959962,165,115,154,46.539948,89.31347,41.211464,0.2820603,0.77663887,0.2676069,67,51,49,34,56,41,36,60,40,12.572878,21.157564,23.184666,44.23852,13.622195,22.35777,7.481022,9.733084,22.717176,0.1876549,0.4148542,0.47315645,1.301133,0.24325348,0.5453115,0.20780617,0.16221806,0.5679294,430,2892.5303,6.7268147,131,133,166,4.2211943,5.4215636,9.749915,162,115,153,4.835813,8.942192,7.0638986,67,50,47,34,56,41,36,59,40,7.5731955,1.6480461,0.9676556,12.502774,3.5786588,0.7242199,13.638058,9.110457,14.339119,3924,434,9.041474654,2920,950,54,134,133,167,21.791044,7.142857,0.3233533,162,115,153,8.845679,9.356522,8.843137,1433,1076,1353,67,51,49,34,56,41,36,60,40,-0.08955224,22.17647,22.204082,20.617647,7.071429,7.634146,6.6944447,-0.033333335,1.55,-6,1131,1088,701,396,313,241,-2,62
2014,00-0022084,A.Boldin,1,-0.415,-0.415,0,0,0,0,0,0,1,0,0,-0.4153177,0,0,-0.4153177,0,0,0,0,1,0,0,-0.4153177,0,0,-0.4153177,0,1,0,0,0,0,0,0,0,0,-0.4153177,0,0,0,0,0,0,0,0,-0.4153177,0,0,0,0,0,0,0,1,-32.51553,-32.51553,1,0,0,-32.51553,0,0,0,0,1,0,0,-32.51553,0,1,0,0,0,0,0,0,0,0,-32.51553,0,0,0,0,0,0,0,18,1,18,18,0,0,1,0,0,18,0,0,0,0,1,0,0,18,0,0,18,0,1,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0
2014,00-0022787,M.Schaub,14,-15.281,-1.091,-2.939,-8.816,3,-5.245359,-15.736076,3,3,4,3,-2.217042,-7.561383,2.2348511,-0.73901397,-1.8903457,0.74495035,1,2,6,-7.0337667,0.89198995,1.5279703,-7.0337667,0.44599497,0.2546617,2,1,0,1,1,0,3,0,1,0.9062502,1.1493362,0,-0.43661097,-7.0337667,0,-0.527616,0,1.3286009,0.4531251,1.1493362,0,-0.43661097,-7.0337667,0,-0.17587201,0,1.3286009,9,-148.2021,-16.4669,2,4,3,-14.871269,-45.25454,20.852865,1,2,6,-71.05655,-24.741873,-4.6103015,2,1,0,1,1,0,3,0,1,21.774471,38.750862,0,-68.4934,-71.05655,0,-36.65387,0,19.009655,96,10,9.6,54,31,11,3,4,3,18,7.75,3.6666667,1,2,6,8,11,7.3333335,8,22,44,2,1,0,1,1,0,3,0,1,3.5,14,0,18,8,0,7.6666665,0,4,7,14,0,18,8,0,23,0,4
2014,00-0022803,E.Manning,669,48.949,0.073,-2.027,-56.761,28,-4.602457,-110.45897,24,198,157,245,87.66612,53.811142,-47.357517,0.4427582,0.34274614,-0.19329599,189,155,256,2.8742342,39.801575,51.44394,0.015207589,0.25678435,0.20095289,113,78,61,59,40,52,65,88,44,-14.867846,34.719776,11.162482,41.783863,11.792932,10.426204,31.592009,-20.08118,-12.408491,-0.13157386,0.44512534,0.18299152,0.70820105,0.2948233,0.20050392,0.4860309,-0.22819524,-0.28201115,593,494.07526,0.8331792,197,155,241,1.7906861,6.4275255,-3.547537,188,154,251,3.5272386,-0.8893298,-0.127844,110,77,61,59,39,52,64,88,43,-8.271887,3.8168454,-0.31396428,1.3223704,10.643495,-0.05291154,9.123775,3.0360954,-4.935471,4953,600,8.255,3798,1121,34,198,157,245,19.181818,7.140127,0.13877551,188,154,251,7.8297873,10.019481,7.581673,1472,1543,1903,113,78,61,59,40,52,65,88,44,-0.31858408,19.115385,19.262295,19.186441,7.375,6.769231,7.292308,0.125,1.3409091,-36,1491,1175,1132,295,352,474,11,59
2014,00-0022824,A.Lee,1,-3.401,-3.401,0,0,0,0,0,0,0,1,0,0,-3.4010372,0,0,-3.4010372,0,0,0,1,0,0,-3.4010372,0,0,-3.4010372,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-3.4010372,0,0,0,0,0,0,0,0,-3.4010372,0,0,1,-62.61376,-62.61376,0,1,0,0,-62.61376,0,0,0,1,0,0,-62.61376,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-62.61376,0,0,7,1,7,0,7,0,0,1,0,0,7,0,0,0,1,0,0,7,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0
2014,00-0022924,B.Roethlisberger,676,161.028,0.238,-1.508,-49.749,33,-4.5723968,-73.15835,16,198,147,254,127.31347,54.44326,4.102825,0.6429973,0.3703623,0.016152855,201,151,247,61.22537,25.805439,98.82875,0.30460382,0.17089695,0.4001164,108,81,68,49,57,32,58,76,70,14.656647,57.000023,46.550438,23.76301,11.286727,15.984458,27.172075,3.3882058,-13.942028,0.13570969,0.703704,0.68456525,0.4849594,0.19801275,0.4995143,0.46848404,0.044581655,-0.19917183,597,3263.1484,5.4659104,197,147,253,6.3879123,7.6476197,3.4803545,201,150,246,7.8645945,1.5234586,5.9099445,108,80,68,49,57,32,58,76,69,8.220641,2.3261945,17.15513,-1.9229716,9.355749,6.593776,6.5503707,-1.5663575,1.6194726,5198,599,8.677796327,4058,1078,62,198,147,254,20.49495,7.3333335,0.24409449,201,150,246,9.477612,7.8733335,8.536586,1905,1181,2100,108,81,68,49,57,32,58,76,70,-0.14814815,20.901234,21.941177,17.816326,7.1929827,7.28125,7.5,0.039473683,1.0714285,-16,1693,1492,873,410,233,435,3,75
2014,00-0022942,P.Rivers,668,94.828,0.142,-1.642,-59.126,36,-4.0032916,-88.07242,22,187,134,248,105.49467,20.0505,2.1834254,0.5641426,0.1496306,0.008804135,228,120,220,43.715733,27.376247,57.116734,0.19173567,0.22813539,0.25962153,94,69,76,42,47,30,57,105,48,4.6526995,37.413002,46.62008,21.461592,5.757784,-0.7583151,15.051032,-8.66213,6.672971,0.049496803,0.54221743,0.6134221,0.51099026,0.12250604,-0.02527717,0.2640532,-0.08249648,0.13902022,563,2735.7231,4.8591886,187,132,244,7.633428,1.1183102,4.756783,225,120,218,3.9398835,2.2645044,7.236279,94,69,76,42,47,30,55,102,48,10.223302,8.259347,11.429462,-0.2638805,1.3862739,1.194621,0.84769905,-0.46392432,5.145518,4853,569,8.528998243,3879,936,38,187,134,248,20.743315,6.9850745,0.15322581,225,120,218,8.368889,9.616667,8.279817,1883,1154,1805,94,69,76,42,47,30,57,105,48,-0.87234044,21.608696,20.078947,20.52381,6.9787235,6.4333334,7.2807016,0.2,2.0625,-82,1491,1526,862,328,193,415,21,99
2014,00-0023436,A.Smith,577,61.235,0.106,-1.45,-65.261,45,-3.5660799,-42.792957,12,98,138,228,55.423447,38.66843,10.555406,0.5655454,0.28020602,0.04629564,168,89,207,39.320183,29.84536,35.48174,0.23404871,0.33534113,0.17140937,109,42,39,17,44,38,56,85,34,0.004076719,22.483566,11.75304,21.186838,16.896395,8.777936,12.994097,10.670746,-0.119417,3.74E-05,0.535323,0.30136,1.2462846,0.38400897,0.23099832,0.23203744,0.12553819,-0.003512265,456,-602.1519,-1.3205086,97,136,223,4.766242,0.7576904,-5.2355304,168,88,200,1.4463886,-8.311771,-0.5685466,105,41,39,17,44,38,54,85,33,-5.4035273,8.218298,-0.70736927,8.997804,5.1383595,-6.309282,2.161311,0.5234458,-19.534723,2702,464,5.823275862,1757,975,-30,98,138,228,17.928572,7.0652175,-0.13157895,168,88,200,5.660714,8.204545,5.02,951,722,1004,109,42,39,17,44,38,56,85,34,-0.32110092,16.214285,18.153847,21.647058,6.840909,7.5,6.946429,-0.68235296,1.8529412,-35,681,708,368,301,285,389,-58,63
2014,00-0023459,A.Rodgers,611,210.803,0.345,-1.697,-47.503,28,-5.007567,-35.052967,7,161,144,215,109.96589,82.17527,20.73716,0.68301797,0.5706616,0.09645191,179,127,214,13.349525,97.524574,102.00423,0.07457835,0.76791006,0.47665527,94,67,44,50,56,35,53,79,42,16.615313,52.740112,-2.1514764,59.37725,20.50561,29.02086,32.6488,-5.004609,9.126457,0.17675865,0.7871659,-0.048897192,1.1875451,0.3661716,0.8291674,0.6160151,-0.063349485,0.2172966,515,1617.332,3.1404505,159,144,212,3.652817,8.044991,-0.57521,179,127,209,-0.6182198,6.36691,4.3990226,91,65,44,50,56,35,53,79,42,-1.372063,7.5013003,-7.39218,8.369388,4.6277747,9.790121,10.503189,-0.5640613,1.1303346,4204,520,8.084615385,3045,1004,155,161,144,215,18.913044,6.9722223,0.7209302,179,127,209,7.4692736,8.6850395,8.311005,1337,1103,1737,94,67,44,50,56,35,53,79,42,0.5212766,20.179104,19.795454,16.44,7.267857,6.6857142,6.8490567,0.7468355,1.1190476,49,1352,871,822,407,234,363,59,47
2014,00-0023460,J.Campbell,22,-11.673,-0.531,-3.402,-3.402,1,-3.4024215,-3.4024215,1,2,5,12,-2.1306946,0.6077721,-4.8598123,-1.0653473,0.12155442,-0.40498435,9,5,5,-0.24254659,-1.2198482,-4.92034,-0.026949622,-0.24396963,-0.98406804,4,0,2,0,3,1,1,4,4,-5.217995,0,-2.1306946,0,-0.46411273,0.7742298,0.29765505,2.3522608,-1.9940779,-1.3044988,0,-1.0653473,0,-0.15470424,0.7742298,0.29765505,0.5880652,-0.49851948,19,-259.67126,-13.666908,2,5,12,-41.54145,7.2381907,-17.73161,9,5,5,-1.1674371,-14.966492,-34.866375,4,0,2,0,3,1,1,4,4,-51.31263,0,-41.54145,0,-6.1153965,23.618496,30.918646,22.730541,-24.612738,75,19,3.947368421,43,29,3,2,5,12,21.5,5.8,0.25,9,5,5,6.6666665,1,2,60,5,10,4,0,2,0,3,1,1,4,4,0.75,0,21.5,0,5.3333335,6,7,0.25,-0.25,3,0,43,0,16,6,7,1,-1
2014,00-0023534,D.Colquitt,1,2.593,2.593,0,0,0,0,0,0,0,0,1,0,0,2.5930145,0,0,2.5930145,0,1,0,0,2.5930145,0,0,2.5930145,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.5930145,0,0,0,0,0,0,0,0,2.5930145,1,20.931595,20.931595,0,0,1,0,0,20.931595,0,1,0,0,20.931595,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,20.931595,-4,1,-4,0,0,-4,0,0,1,0,0,-4,0,1,0,0,-4,0,0,-4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0,-4
2014,00-0023541,K.Orton,507,-3.029,-0.006,-1.777,-58.628,33,-4.06528,-69.10976,17,121,104,220,56.030285,17.35691,-21.322418,0.4630602,0.16689338,-0.09692008,161,114,170,-2.7645426,28.02187,26.80745,-0.017171072,0.24580587,0.15769088,84,38,50,33,29,27,48,82,54,2.183773,21.990122,-1.4546741,35.49484,12.637798,2.0855575,2.6335545,-13.947667,-9.558524,0.025997298,0.5786874,-0.029093482,1.0756012,0.43578616,0.077242866,0.054865718,-0.1700935,-0.1770097,442,-422.12738,-0.9550393,119,104,219,0.61491764,2.7564955,-3.5706766,158,114,170,-5.632467,3.9898295,0.07624595,84,38,48,33,29,27,48,81,54,2.1895545,-1.7414026,-7.8142757,15.588901,7.8491716,6.068037,-2.1830723,-9.166303,-4.1375957,3170,445,7.123595506,2488,683,-1,121,104,220,20.561983,6.5673075,-0.004545454,158,114,170,7.550633,7.5789475,6.317647,1193,864,1074,84,38,50,33,29,27,48,82,54,-0.75,21.605263,20.74,19.09091,6.827586,6.259259,6.5833335,-0.036585364,1.2037038,-63,821,1037,630,198,169,316,-3,65
2014,00-0023645,D.Anderson,106,25.662,0.242,-1.524,-6.094,4,0,0,0,38,28,30,20.959099,17.794508,-7.9073987,0.5515552,0.63551813,-0.26357996,41,24,31,5.074431,18.971989,6.799788,0.12376661,0.7904995,0.219348,14,12,16,10,11,12,5,14,2,-5.433238,7.7802935,2.8418121,10.336994,4.1827407,9.159034,4.452733,-1.950122,-0.52403826,-0.38808843,0.6483578,0.17761326,1.0336994,0.38024914,0.7632528,0.8905466,-0.13929443,-0.26201913,95,760.43225,8.00455,38,28,29,9.479744,21.493238,-6.952025,41,24,30,-3.4553277,23.648422,11.151285,13,12,16,10,11,12,5,14,2,6.0623136,12.631443,-2.075797,24.18657,19.568413,23.533915,20.83023,-23.122015,21.644718,900,96,9.375,708,211,-19,38,28,30,18.631578,7.535714,-0.6333333,41,24,30,10.341463,10.5,7.6,424,252,228,14,12,16,10,11,12,5,14,2,-1.1428572,16.916666,21.3125,16.4,7.7272725,7.4166665,7.4,-0.14285715,-0.5,-16,203,341,164,85,89,37,-2,-1
2014,00-0023662,M.Cassel,85,-7.699,-0.091,-1.339,-8.035,6,-4.214475,-16.8579,4,12,24,35,-16.491915,7.636256,4.3378043,-1.3743262,0.31817734,0.123937264,25,16,30,-4.572218,-0.9520226,1.006386,-0.18288872,-0.059501413,0.033546202,14,4,4,4,8,4,12,13,8,2.1371071,-5.0415106,-8.6568165,-2.7935874,1.9783609,1.7471054,3.9107902,2.1062376,0.09445953,0.1526505,-1.2603776,-2.1642041,-0.69839686,0.24729511,0.43677634,0.32589918,0.16201828,0.011807442,70,-656.1159,-9.373084,12,24,34,-35.255222,-3.1351912,-4.641431,25,16,29,-11.449442,-7.855823,-8.420231,13,4,4,4,8,4,12,13,8,-0.70599306,-41.022076,-30.806,-33.93759,-1.1776977,1.2743673,-5.9100394,-11.8146515,0.61996627,434,71,6.112676056,256,172,6,12,24,35,21.333334,7.1666665,0.17142858,25,16,29,7,7.5625,4.7586207,175,121,138,14,4,4,4,8,4,12,13,8,-0.9285714,16.75,29.5,17.75,7.375,7.25,7,-0.15384616,2.625,-13,67,118,71,59,29,84,-2,21
2014,00-0023682,R.Fitzpatrick,388,34.425,0.089,-1.482,-31.128,21,-4.492015,-58.39619,13,106,88,117,53.133663,17.213894,-17.144444,0.501261,0.19561243,-0.1465337,111,75,125,0.76326954,34.430164,18.009682,0.006876302,0.45906886,0.14407745,49,42,38,26,27,27,34,46,22,-8.695509,26.31913,4.337145,22.477388,6.445483,10.382348,0.3860618,-10.019359,1.5704248,-0.17745936,0.6266459,0.11413539,0.86451495,0.2387216,0.3845314,0.011354758,-0.21781215,0.07138295,310,106.930954,0.34493855,106,88,116,1.2324129,-0.9046152,0.48190808,111,74,125,-5.561483,4.616744,3.0609317,49,42,38,26,27,27,34,46,21,1.908546,3.046484,-7.908179,11.661318,-8.608867,-0.30785736,4.7395697,-1.8342252,2.2265208,2646,311,8.508038585,2001,611,34,106,88,117,18.87736,6.943182,0.2905983,111,74,125,7.5765767,10.378378,8.296,841,768,1037,49,42,38,26,27,27,34,46,22,0.3469388,18.785715,18.236841,19.961538,6.851852,7.2222223,6.7941175,-0.8043478,2.4545455,17,789,693,519,185,195,231,-37,54
2014,00-0024204,F.Jackson,1,-0.392,-0.392,0,0,0,0,0,0,1,0,0,-0.39169046,0,0,-0.39169046,0,0,0,0,1,0,0,-0.39169046,0,0,-0.39169046,0,1,0,0,0,0,0,0,0,0,-0.39169046,0,0,0,0,0,0,0,0,-0.39169046,0,0,0,0,0,0,0,1,-27.727116,-27.727116,1,0,0,-27.727116,0,0,0,0,1,0,0,-27.727116,0,1,0,0,0,0,0,0,0,0,-27.727116,0,0,0,0,0,0,0,30,1,30,30,0,0,1,0,0,30,0,0,0,0,1,0,0,30,0,0,30,0,1,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0
2014,00-0024226,J.Cutler,664,-9.949,-0.015,-2.009,-76.357,38,-4.772938,-128.86932,27,143,135,283,23.776937,12.612621,-7.307389,0.1662723,0.09342682,-0.025821162,230,121,210,21.881779,34.293648,-27.093258,0.09513817,0.28341857,-0.12901552,116,50,62,31,53,38,44,115,52,-21.306355,-11.467542,12.604155,22.640324,-3.3826256,10.314609,5.6806383,12.66025,1.3387148,-0.18367547,-0.22935084,0.20329282,0.73033303,-0.063823126,0.27143708,0.12910542,0.11008913,0.025744516,561,163.0235,0.29059446,143,135,283,0.80310273,0.02667875,0.15752006,230,121,210,-1.6357623,2.81474,0.94602567,116,50,62,31,53,38,44,115,52,-0.16285758,-2.244509,-0.25266278,7.8301363,-8.275731,2.9587662,7.4950514,0.67872614,-0.2804585,4106,561,7.319073084,3082,919,105,143,135,283,21.552448,6.8074074,0.37102473,230,121,210,7.5304346,7.371901,7.0571427,1732,892,1482,116,50,62,31,53,38,44,115,52,-0.02586207,23.66,21.919355,17.419355,6.90566,6.605263,6.8636365,0.060869563,1.9423077,-3,1183,1359,540,366,251,302,7,101
2014,00-0024264,K.Clemens,4,-3.404,-0.851,-2.201,-2.201,1,0,0,0,1,1,1,-1.0595572,0.6367389,-0.78108716,-1.0595572,0.6367389,-0.78108716,0,1,2,0,-0.78108716,-0.4228183,0,-0.78108716,-0.21140915,0,1,0,0,0,0,1,0,1,0,-1.0595572,0,0,0,0,0.6367389,0,-0.78108716,0,-1.0595572,0,0,0,0,0.6367389,0,-0.78108716,3,-92.38132,-30.793772,1,1,1,-48.71232,33.274876,-76.94387,0,1,2,0,-76.94387,-7.7187214,0,1,0,0,0,0,1,0,1,0,-48.71232,0,0,0,0,33.274876,0,-76.94387,27,3,9,15,8,4,1,1,1,15,8,4,0,1,2,0,4,11.5,0,4,23,0,1,0,0,0,0,1,0,1,0,15,0,0,0,0,8,0,4,0,15,0,0,0,0,8,0,4
2014,00-0024279,T.Jackson,1,-0.542,-0.542,0,0,0,0,0,0,0,0,1,0,0,-0.5418643,0,0,-0.5418643,0,1,0,0,-0.5418643,0,0,-0.5418643,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-0.5418643,0,0,0,0,0,0,0,0,-0.5418643,1,40.142166,40.142166,0,0,1,0,0,40.142166,0,1,0,0,40.142166,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40.142166,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014,00-0024296,C.Whitehurst,225,-2.176,-0.01,-1.451,-26.123,18,-3.0134237,-9.040271,3,66,48,68,28.604036,7.422777,-18.591871,0.4333945,0.1546412,-0.27340987,58,48,76,3.586855,19.152607,-5.304519,0.061842326,0.39901266,-0.0697963,25,30,15,21,12,15,21,31,12,-12.828305,14.184598,2.168069,12.251369,6.307801,7.7757883,-6.6608124,-4.8890147,-0.8745515,-0.5131322,0.47281992,0.14453793,0.5833985,0.5256501,0.5183859,-0.31718153,-0.15771015,-0.07287929,180,-641.2446,-3.5624702,66,48,66,-2.0582721,5.0806026,-11.35254,58,48,74,-9.3675375,9.988475,-7.802355,23,30,15,21,12,15,21,31,12,-16.042236,-2.312331,-18.25712,9.875276,17.950111,11.166701,-6.620617,-15.640699,8.713793,1731,182,9.510989011,1379,314,38,66,48,68,20.89394,6.5416665,0.5588235,58,48,74,7.1551723,11.0625,10.783784,415,531,798,25,30,15,21,12,15,21,31,12,0.24,21.266666,20.4,20.714285,6.75,6.133333,6.714286,0.9032258,0.33333334,6,638,306,435,81,92,141,28,4
2014,00-0025396,T.Ginn,1,0.87,0.87,0,0,0,0,0,0,0,1,0,0,0.87028825,0,0,0.87028825,0,0,0,1,0,0,0.87028825,0,0,0.87028825,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.87028825,0,0,0,0,0,0,0,0,0.87028825,0,0,1,40.890377,40.890377,0,1,0,0,40.890377,0,0,0,1,0,0,40.890377,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,40.890377,0,0,10,1,10,0,10,0,0,1,0,0,10,0,0,0,1,0,0,10,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,0,0
2014,00-0025424,E.Weddle,1,-2.324,-2.324,0,0,0,0,0,0,1,0,0,-2.3244858,0,0,-2.3244858,0,0,0,0,1,0,0,-2.3244858,0,0,-2.3244858,0,1,0,0,0,0,0,0,0,0,-2.3244858,0,0,0,0,0,0,0,0,-2.3244858,0,0,0,0,0,0,0,1,-43.387737,-43.387737,1,0,0,-43.387737,0,0,0,0,1,0,0,-43.387737,0,1,0,0,0,0,0,0,0,0,-43.387737,0,0,0,0,0,0,0,21,1,21,21,0,0,1,0,0,21,0,0,0,0,1,0,0,21,0,0,21,0,1,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0
2014,00-0025430,D.Stanton,292,11.997,0.041,-1.573,-17.307,11,-5.120374,-35.84262,7,102,63,75,22.087528,-5.4459248,-5.225742,0.21654439,-0.08644325,-0.069676556,87,61,92,0.40167475,-1.3422408,12.356427,0.004616951,-0.022003947,0.134309,34,34,41,27,17,22,24,29,12,0.43907398,11.940914,10.025776,0.12083697,-3.4775844,-1.9447789,-0.023561,-6.1465178,0.4817016,0.012913941,0.35120335,0.24453112,0.004475444,-0.20456378,-0.088399045,-0.000981708,-0.21194889,0.040141802,238,-1128.8853,-4.7432156,101,62,75,-3.7146964,-17.548061,4.457053,86,61,91,-5.410895,-9.740553,-0.7623577,34,34,40,27,17,22,23,29,12,6.523616,2.3184135,-3.8587158,-11.098583,-24.29973,-13.858222,-16.08711,3.5209346,0.86408013,2656,240,11.06666667,2159,471,26,102,63,75,21.166666,7.4761906,0.34666666,86,61,91,12.395349,10.5245905,10.054945,1066,642,915,34,34,41,27,17,22,24,29,12,0.1764706,21.852942,23.731707,16.407408,7.5882354,7.6363635,7.25,-0.37931034,2.5833333,6,743,973,443,129,168,174,-11,31
2014,00-0025592,J.Palmer,3,-4.004,-1.335,0,0,0,0,0,0,1,1,1,-1.5984397,0.6666012,-3.0723677,-1.5984397,0.6666012,-3.0723677,0,0,3,0,0,-4.004206,0,0,-1.3347354,1,1,0,0,0,0,1,0,0,-3.0723677,-1.5984397,0,0,0,0,0.6666012,0,0,-3.0723677,-1.5984397,0,0,0,0,0.6666012,0,0,3,-88.137665,-29.379221,1,1,1,-46.625744,31.028122,-72.54005,0,0,3,0,0,-29.379221,1,1,0,0,0,0,1,0,0,-72.54005,-46.625744,0,0,0,0,31.028122,0,0,30,3,10,21,7,2,1,1,1,21,7,2,0,0,3,0,0,10,0,0,30,1,1,0,0,0,0,1,0,0,2,21,0,0,0,0,7,0,0,2,21,0,0,0,0,7,0,0
2014,00-0025708,M.Moore,4,1.322,0.33,0,0,0,0,0,0,2,2,0,-1.9174224,3.2390127,0,-0.9587112,1.6195064,0,2,0,2,-1.9174224,0,3.2390127,-0.9587112,0,1.6195064,0,0,2,0,0,0,2,0,0,0,0,-1.9174224,0,0,0,3.2390127,0,0,0,0,-0.9587112,0,0,0,1.6195064,0,0,4,21.910948,5.477737,2,2,0,-25.562065,36.51754,0,2,0,2,-25.562065,0,36.51754,0,0,2,0,0,0,2,0,0,0,0,-25.562065,0,0,0,36.51754,0,0,93,4,23.25,82,11,0,2,2,0,41,5.5,0,2,0,2,41,0,5.5,82,0,11,0,0,2,0,0,0,2,0,0,0,0,41,0,0,0,5.5,0,0,0,0,82,0,0,0,11,0,0
